model,feature,importance
RF_Regressor,sk_react,0.0
RF_Regressor,sk_blockchain,0.0
RF_Regressor,sk_raspberry_pi,0.0
RF_Regressor,sk_sass,0.0
RF_Regressor,sk_spring_boot,0.0
RF_Regressor,sk_matplotlib,0.0
RF_Regressor,sk_gcp,0.0
RF_Regressor,sk_aws,0.0
RF_Regressor,sk_postman,0.0
RF_Regressor,sk_rust,0.0
RF_Regressor,sk_jenkins,0.0
RF_Regressor,sk_flutter,0.0
RF_Regressor,sk_angular,0.0
RF_Regressor,sk_machine_learning,0.0
RF_Regressor,sk_tailwind_css,0.0
RF_Regressor,sk_java,0.0
RF_Regressor,sk_spark,0.0
RF_Regressor,sk_mongodb,0.0
RF_Regressor,sk_scrum,0.0
RF_Regressor,sk_azure,0.0
RF_Regressor,sk_playwright,0.0
RF_Regressor,sk_matlab,0.0
RF_Regressor,sk_tableau,0.0
RF_Regressor,sk_hadoop,0.0
RF_Regressor,sk_seaborn,0.0
RF_Regressor,sk_graphql,0.0
RF_Regressor,sk_django,0.0
RF_Regressor,sk_nodejs,0.0
RF_Regressor,sk_expressjs,0.0
RF_Regressor,sk_r,0.0
RF_Regressor,sk_postgresql,0.0
RF_Regressor,sk_docker,0.0
RF_Regressor,sk_pytorch,0.0
RF_Regressor,sk_kotlin,0.0
RF_Regressor,sk_content_writing,0.0
RF_Regressor,sk_redux,0.0
RF_Regressor,sk_kubernetes,0.0
RF_Regressor,sk_ci_cd,0.0
RF_Regressor,sk_fastapi,0.0
RF_Regressor,sk_cypress,0.0
RF_Regressor,sk_nextjs,0.0
RF_Regressor,sk_html_css,0.0
RF_Regressor,sk_terraform,0.0
RF_Regressor,sk_redis,0.0
RF_Regressor,sk_git,0.0
RF_Regressor,sk_bootstrap,0.0
RF_Regressor,sk_jest,0.0
RF_Regressor,sk_svelte,0.0
RF_Regressor,sk_vuejs,0.0
GB_Regressor,stipend,0.0
GB_Regressor,applications,0.0
GB_Regressor,rating,0.0
GB_Regressor,openings,0.0
GB_Regressor,demand_score,1.0
GB_Regressor,growth_trend,0.0
GB_Regressor,duration_months,0.0
GB_Regressor,skill_count,0.0
GB_Regressor,is_remote,0.0
GB_Regressor,is_hybrid,0.0
GB_Regressor,city_tier,0.0
GB_Regressor,company_listing_count,0.0
GB_Regressor,is_large_company,0.0
GB_Regressor,stipend_per_opening,0.0
GB_Regressor,app_density,0.0
GB_Regressor,log_applications,0.0
GB_Regressor,log_stipend,0.0
GB_Regressor,domain_avg_stipend,0.0
GB_Regressor,domain_avg_apps,0.0
GB_Regressor,has_ml_skills,0.0
GB_Regressor,has_web_skills,0.0
GB_Regressor,post_month,0.0
GB_Regressor,is_peak,0.0
GB_Regressor,domain_enc,0.0
GB_Regressor,city_enc,0.0
GB_Regressor,company_enc,0.0
GB_Regressor,type_enc,0.0
GB_Regressor,state_enc,0.0
GB_Regressor,title_enc,0.0
GB_Regressor,type_On-Site,0.0
GB_Regressor,stipend_category_High,0.0
GB_Regressor,stipend_category_Low,0.0
GB_Regressor,stipend_category_Medium,0.0
GB_Regressor,stipend_category_Very High,0.0
GB_Regressor,stipend_category_Very Low,0.0
GB_Regressor,sk_adobe_xd,0.0
GB_Regressor,sk_python,0.0
GB_Regressor,sk_github_actions,0.0
GB_Regressor,sk_kafka,0.0
GB_Regressor,sk_webpack,0.0
GB_Regressor,sk_rabbitmq,0.0
GB_Regressor,sk_seo,0.0
GB_Regressor,sk_figma,0.0
GB_Regressor,sk_unity,0.0
GB_Regressor,sk_nginx,0.0
GB_Regressor,sk_sql,0.0
GB_Regressor,sk_pandas,0.0
GB_Regressor,sk_go,0.0
GB_Regressor,sk_power_bi,0.0
GB_Regressor,sk_ansible,0.0
GB_Regressor,sk_arduino,0.0
GB_Regressor,sk_agile,0.0
GB_Regressor,sk_flask,0.0
GB_Regressor,sk_numpy,0.0
GB_Regressor,sk_nlp,0.0
GB_Regressor,sk_opencv,0.0
GB_Regressor,sk_keras,0.0
GB_Regressor,sk_jira,0.0
GB_Regressor,sk_pytest,0.0
GB_Regressor,sk_deep_learning,0.0
GB_Regressor,sk_google_analytics,0.0
GB_Regressor,sk_plotly,0.0
GB_Regressor,sk_solidity,0.0
GB_Regressor,sk_javascript,0.0
GB_Regressor,sk_selenium,0.0
GB_Regressor,sk_vite,0.0
GB_Regressor,sk_react,0.0
GB_Regressor,sk_blockchain,0.0
GB_Regressor,sk_raspberry_pi,0.0
GB_Regressor,sk_sass,0.0
GB_Regressor,sk_spring_boot,0.0
GB_Regressor,sk_matplotlib,0.0
GB_Regressor,sk_gcp,0.0
GB_Regressor,sk_aws,0.0
GB_Regressor,sk_postman,0.0
GB_Regressor,sk_rust,0.0
GB_Regressor,sk_jenkins,0.0
GB_Regressor,sk_flutter,0.0
GB_Regressor,sk_angular,0.0
GB_Regressor,sk_machine_learning,0.0
GB_Regressor,sk_tailwind_css,0.0
GB_Regressor,sk_java,0.0
GB_Regressor,sk_spark,0.0
GB_Regressor,sk_mongodb,0.0
GB_Regressor,sk_scrum,0.0
GB_Regressor,sk_azure,0.0
GB_Regressor,sk_playwright,0.0
GB_Regressor,sk_matlab,0.0
GB_Regressor,sk_tableau,0.0
GB_Regressor,sk_hadoop,0.0
GB_Regressor,sk_seaborn,0.0
GB_Regressor,sk_graphql,0.0
GB_Regressor,sk_django,0.0
GB_Regressor,sk_nodejs,0.0
GB_Regressor,sk_expressjs,0.0
GB_Regressor,sk_r,0.0
GB_Regressor,sk_postgresql,0.0
GB_Regressor,sk_docker,0.0
GB_Regressor,sk_pytorch,0.0
GB_Regressor,sk_kotlin,0.0
GB_Regressor,sk_content_writing,0.0
GB_Regressor,sk_redux,0.0
GB_Regressor,sk_kubernetes,0.0
GB_Regressor,sk_ci_cd,0.0
GB_Regressor,sk_fastapi,0.0
GB_Regressor,sk_cypress,0.0
GB_Regressor,sk_nextjs,0.0
GB_Regressor,sk_html_css,0.0
GB_Regressor,sk_terraform,0.0
GB_Regressor,sk_redis,0.0
GB_Regressor,sk_git,0.0
GB_Regressor,sk_bootstrap,0.0
GB_Regressor,sk_jest,0.0
GB_Regressor,sk_svelte,0.0
GB_Regressor,sk_vuejs,0.0
XGB_Regressor,stipend,3.7000001611886546e-05
XGB_Regressor,applications,5.900000178371556e-05
XGB_Regressor,rating,5.2999999752501026e-05
XGB_Regressor,openings,4.3000000005122274e-05
XGB_Regressor,demand_score,0.9949600100517273
XGB_Regressor,growth_trend,5.700000110664405e-05
XGB_Regressor,duration_months,2.2000000171829015e-05
XGB_Regressor,skill_count,2.5999999706982635e-05
XGB_Regressor,is_remote,1.2000000424450263e-05
XGB_Regressor,is_hybrid,2.300000051036477e-05
XGB_Regressor,city_tier,1.1000000085914508e-05
XGB_Regressor,company_listing_count,5.0999999075429514e-05
XGB_Regressor,is_large_company,1.5999999959603883e-05
XGB_Regressor,stipend_per_opening,2.499999936844688e-05
XGB_Regressor,app_density,3.5000000934815034e-05
XGB_Regressor,log_applications,0.0
XGB_Regressor,log_stipend,0.0
XGB_Regressor,domain_avg_stipend,4.70000013592653e-05
XGB_Regressor,domain_avg_apps,5.900000178371556e-05
XGB_Regressor,has_ml_skills,2.5999999706982635e-05
XGB_Regressor,has_web_skills,7.79999973019585e-05
XGB_Regressor,post_month,3.7000001611886546e-05
XGB_Regressor,is_peak,1.8000000636675395e-05
XGB_Regressor,domain_enc,7.699999696342275e-05
XGB_Regressor,city_enc,3.400000059627928e-05
XGB_Regressor,company_enc,1.9999999494757503e-05
XGB_Regressor,type_enc,0.0
XGB_Regressor,state_enc,6.399999983841553e-05
XGB_Regressor,title_enc,1.8000000636675395e-05
XGB_Regressor,type_On-Site,7.599999662488699e-05
XGB_Regressor,stipend_category_High,7.999999979801942e-06
XGB_Regressor,stipend_category_Low,7.000000096013537e-06
XGB_Regressor,stipend_category_Medium,1.1000000085914508e-05
XGB_Regressor,stipend_category_Very High,0.0
XGB_Regressor,stipend_category_Very Low,0.0
XGB_Regressor,sk_adobe_xd,1.2000000424450263e-05
XGB_Regressor,sk_python,1.5999999959603883e-05
XGB_Regressor,sk_github_actions,9.000000318337698e-06
XGB_Regressor,sk_kafka,0.0001720000000204891
XGB_Regressor,sk_webpack,1.4999999621068127e-05
XGB_Regressor,sk_rabbitmq,0.0005970000056549907
XGB_Regressor,sk_seo,9.000000318337698e-06
XGB_Regressor,sk_figma,4.999999873689376e-06
XGB_Regressor,sk_unity,1.9999999494757503e-05
XGB_Regressor,sk_nginx,1.700000029813964e-05
XGB_Regressor,sk_sql,1.4999999621068127e-05
XGB_Regressor,sk_pandas,9.600000339560211e-05
XGB_Regressor,sk_go,0.00012099999730708078
XGB_Regressor,sk_power_bi,7.999999979801942e-06
XGB_Regressor,sk_ansible,1.8999999156221747e-05
XGB_Regressor,sk_arduino,0.00013099999341648072
XGB_Regressor,sk_agile,1.2999999853491317e-05
XGB_Regressor,sk_flask,2.5999999706982635e-05
XGB_Regressor,sk_numpy,0.000371000001905486
XGB_Regressor,sk_nlp,9.000000318337698e-06
XGB_Regressor,sk_opencv,3.199999991920777e-05
XGB_Regressor,sk_keras,1.9999999494757503e-05
XGB_Regressor,sk_jira,1.4000000192027073e-05
XGB_Regressor,sk_pytest,1.8000000636675395e-05
XGB_Regressor,sk_deep_learning,1.2000000424450263e-05
XGB_Regressor,sk_google_analytics,4.8999998398358e-05
XGB_Regressor,sk_plotly,2.700000004551839e-05
XGB_Regressor,sk_solidity,4.099999932805076e-05
XGB_Regressor,sk_javascript,1.4000000192027073e-05
XGB_Regressor,sk_selenium,3.999999989900971e-06
XGB_Regressor,sk_vite,2.700000004551839e-05
XGB_Regressor,sk_react,1.5999999959603883e-05
XGB_Regressor,sk_blockchain,1.4999999621068127e-05
XGB_Regressor,sk_raspberry_pi,1.2000000424450263e-05
XGB_Regressor,sk_sass,6.000000212225132e-06
XGB_Regressor,sk_spring_boot,6.000000212225132e-06
XGB_Regressor,sk_matplotlib,7.000000096013537e-06
XGB_Regressor,sk_gcp,1.8000000636675395e-05
XGB_Regressor,sk_aws,1.4000000192027073e-05
XGB_Regressor,sk_postman,3.999999989900971e-06
XGB_Regressor,sk_rust,6.000000212225132e-06
XGB_Regressor,sk_jenkins,0.00021600000036414713
XGB_Regressor,sk_flutter,1.2000000424450263e-05
XGB_Regressor,sk_angular,4.999999873689376e-05
XGB_Regressor,sk_machine_learning,9.000000318337698e-06
XGB_Regressor,sk_tailwind_css,2.099999983329326e-05
XGB_Regressor,sk_java,9.000000318337698e-06
XGB_Regressor,sk_spark,1.2000000424450263e-05
XGB_Regressor,sk_mongodb,0.0001990000018849969
XGB_Regressor,sk_scrum,2.4000000848900527e-05
XGB_Regressor,sk_azure,9.000000318337698e-06
XGB_Regressor,sk_playwright,1.2000000424450263e-05
XGB_Regressor,sk_matlab,0.0002690000110305846
XGB_Regressor,sk_tableau,2.9999999242136255e-05
XGB_Regressor,sk_hadoop,8.600000001024455e-05
XGB_Regressor,sk_seaborn,9.999999747378752e-06
XGB_Regressor,sk_graphql,3.999999989900971e-06
XGB_Regressor,sk_django,1.8000000636675395e-05
XGB_Regressor,sk_nodejs,4.999999873689376e-06
XGB_Regressor,sk_expressjs,0.0004450000124052167
XGB_Regressor,sk_r,4.5000000682193786e-05
XGB_Regressor,sk_postgresql,6.299999949987978e-05
XGB_Regressor,sk_docker,7.000000096013537e-06
XGB_Regressor,sk_pytorch,9.000000318337698e-06
XGB_Regressor,sk_kotlin,9.000000318337698e-06
XGB_Regressor,sk_content_writing,7.999999979801942e-06
XGB_Regressor,sk_redux,2.9999999242136255e-05
XGB_Regressor,sk_kubernetes,3.999999989900971e-06
XGB_Regressor,sk_ci_cd,9.000000318337698e-06
XGB_Regressor,sk_fastapi,1.9999999494757503e-05
XGB_Regressor,sk_cypress,9.000000318337698e-06
XGB_Regressor,sk_nextjs,4.999999873689376e-06
XGB_Regressor,sk_html_css,1.9999999494757503e-05
XGB_Regressor,sk_terraform,7.999999979801942e-06
XGB_Regressor,sk_redis,7.000000096013537e-06
XGB_Regressor,sk_git,1.4000000192027073e-05
XGB_Regressor,sk_bootstrap,9.500000305706635e-05
XGB_Regressor,sk_jest,4.8000001697801054e-05
XGB_Regressor,sk_svelte,8.800000068731606e-05
XGB_Regressor,sk_vuejs,1.2999999853491317e-05
RF_Classifier,stipend,0.02234
RF_Classifier,applications,0.041379
RF_Classifier,rating,0.031607
RF_Classifier,openings,0.028413
RF_Classifier,demand_score,0.042284
RF_Classifier,growth_trend,0.043338
RF_Classifier,duration_months,0.019276
RF_Classifier,skill_count,0.015114
RF_Classifier,is_remote,0.005337
RF_Classifier,is_hybrid,0.005095
RF_Classifier,city_tier,0.010433
RF_Classifier,company_listing_count,0.027643
RF_Classifier,is_large_company,0.004481
RF_Classifier,stipend_per_opening,0.037858
RF_Classifier,app_density,0.04303
RF_Classifier,log_applications,0.042525
RF_Classifier,log_stipend,0.022514
RF_Classifier,domain_avg_stipend,0.029457
RF_Classifier,domain_avg_apps,0.027581
RF_Classifier,has_ml_skills,0.005271
RF_Classifier,has_web_skills,0.006043
RF_Classifier,post_month,0.024524
RF_Classifier,is_peak,0.006124
RF_Classifier,domain_enc,0.027175
RF_Classifier,city_enc,0.032492
RF_Classifier,company_enc,0.038682
RF_Classifier,type_enc,0.009211
RF_Classifier,state_enc,0.027094
RF_Classifier,title_enc,0.034593
RF_Classifier,type_On-Site,0.005853
RF_Classifier,stipend_category_High,0.003395
RF_Classifier,stipend_category_Low,0.004518
RF_Classifier,stipend_category_Medium,0.004111
RF_Classifier,stipend_category_Very High,0.003196
RF_Classifier,stipend_category_Very Low,0.003639
RF_Classifier,sk_adobe_xd,0.003444
RF_Classifier,sk_python,0.003457
RF_Classifier,sk_github_actions,0.002802
RF_Classifier,sk_kafka,0.003114
RF_Classifier,sk_webpack,0.003578
RF_Classifier,sk_rabbitmq,0.003465
RF_Classifier,sk_seo,0.003077
RF_Classifier,sk_figma,0.003444
RF_Classifier,sk_unity,0.003415
RF_Classifier,sk_nginx,0.003172
RF_Classifier,sk_sql,0.004662
RF_Classifier,sk_pandas,0.003221
RF_Classifier,sk_go,0.005222
RF_Classifier,sk_power_bi,0.003268
RF_Classifier,sk_ansible,0.003009
RF_Classifier,sk_arduino,0.003002
RF_Classifier,sk_agile,0.003211
RF_Classifier,sk_flask,0.00287
RF_Classifier,sk_numpy,0.003527
RF_Classifier,sk_nlp,0.003179
RF_Classifier,sk_opencv,0.003584
RF_Classifier,sk_keras,0.003023
RF_Classifier,sk_jira,0.002747
RF_Classifier,sk_pytest,0.003208
RF_Classifier,sk_deep_learning,0.003117
RF_Classifier,sk_google_analytics,0.003227
RF_Classifier,sk_plotly,0.003158
RF_Classifier,sk_solidity,0.003172
RF_Classifier,sk_javascript,0.003027
RF_Classifier,sk_selenium,0.003305
RF_Classifier,sk_vite,0.00317
RF_Classifier,sk_react,0.003208
RF_Classifier,sk_blockchain,0.002888
RF_Classifier,sk_raspberry_pi,0.003475
RF_Classifier,sk_sass,0.00293
RF_Classifier,sk_spring_boot,0.003247
RF_Classifier,sk_matplotlib,0.003273
RF_Classifier,sk_gcp,0.003666
RF_Classifier,sk_aws,0.003397
RF_Classifier,sk_postman,0.003042
RF_Classifier,sk_rust,0.003313
RF_Classifier,sk_jenkins,0.002788
RF_Classifier,sk_flutter,0.00364
RF_Classifier,sk_angular,0.003021
RF_Classifier,sk_machine_learning,0.003101
RF_Classifier,sk_tailwind_css,0.003452
RF_Classifier,sk_java,0.004127
RF_Classifier,sk_spark,0.002985
RF_Classifier,sk_mongodb,0.003401
RF_Classifier,sk_scrum,0.003544
RF_Classifier,sk_azure,0.002962
RF_Classifier,sk_playwright,0.003167
RF_Classifier,sk_matlab,0.003737
RF_Classifier,sk_tableau,0.003357
RF_Classifier,sk_hadoop,0.003291
RF_Classifier,sk_seaborn,0.003928
RF_Classifier,sk_graphql,0.003182
RF_Classifier,sk_django,0.003171
RF_Classifier,sk_nodejs,0.002745
RF_Classifier,sk_expressjs,0.003543
RF_Classifier,sk_r,0.003749
RF_Classifier,sk_postgresql,0.003291
RF_Classifier,sk_docker,0.003424
RF_Classifier,sk_pytorch,0.003035
RF_Classifier,sk_kotlin,0.003106
RF_Classifier,sk_content_writing,0.00301
RF_Classifier,sk_redux,0.003119
RF_Classifier,sk_kubernetes,0.003485
RF_Classifier,sk_ci_cd,0.003344
RF_Classifier,sk_fastapi,0.00312
RF_Classifier,sk_cypress,0.003232
RF_Classifier,sk_nextjs,0.002845
RF_Classifier,sk_html_css,0.003031
RF_Classifier,sk_terraform,0.003478
RF_Classifier,sk_redis,0.003347
RF_Classifier,sk_git,0.004039
RF_Classifier,sk_bootstrap,0.003166
RF_Classifier,sk_jest,0.003539
RF_Classifier,sk_svelte,0.003002
RF_Classifier,sk_vuejs,0.003553
GB_Classifier,stipend,0.010392
GB_Classifier,applications,0.036481
GB_Classifier,rating,0.03581
GB_Classifier,openings,0.022674
GB_Classifier,demand_score,0.058796
GB_Classifier,growth_trend,0.062481
GB_Classifier,duration_months,0.015205
GB_Classifier,skill_count,0.010877
GB_Classifier,is_remote,0.002158
GB_Classifier,is_hybrid,0.00214
GB_Classifier,city_tier,0.006716
GB_Classifier,company_listing_count,0.031265
GB_Classifier,is_large_company,0.002848
GB_Classifier,stipend_per_opening,0.044582
GB_Classifier,app_density,0.065214
GB_Classifier,log_applications,0.037734
GB_Classifier,log_stipend,0.010445
GB_Classifier,domain_avg_stipend,0.033422
GB_Classifier,domain_avg_apps,0.026822
GB_Classifier,has_ml_skills,0.00278
GB_Classifier,has_web_skills,0.003238
GB_Classifier,post_month,0.023739
GB_Classifier,is_peak,0.00495
GB_Classifier,domain_enc,0.029693
GB_Classifier,city_enc,0.032464
GB_Classifier,company_enc,0.048513
GB_Classifier,type_enc,0.003105
GB_Classifier,state_enc,0.026983
GB_Classifier,title_enc,0.043216
GB_Classifier,type_On-Site,0.002776
GB_Classifier,stipend_category_High,0.002181
GB_Classifier,stipend_category_Low,0.00417
GB_Classifier,stipend_category_Medium,0.002189
GB_Classifier,stipend_category_Very High,0.000393
GB_Classifier,stipend_category_Very Low,0.000679
GB_Classifier,sk_adobe_xd,0.003676
GB_Classifier,sk_python,0.002844
GB_Classifier,sk_github_actions,0.003506
GB_Classifier,sk_kafka,0.002452
GB_Classifier,sk_webpack,0.003439
GB_Classifier,sk_rabbitmq,0.002587
GB_Classifier,sk_seo,0.002886
GB_Classifier,sk_figma,0.003183
GB_Classifier,sk_unity,0.002583
GB_Classifier,sk_nginx,0.00491
GB_Classifier,sk_sql,0.002794
GB_Classifier,sk_pandas,0.003285
GB_Classifier,sk_go,0.002855
GB_Classifier,sk_power_bi,0.003471
GB_Classifier,sk_ansible,0.001893
GB_Classifier,sk_arduino,0.003205
GB_Classifier,sk_agile,0.003031
GB_Classifier,sk_flask,0.002573
GB_Classifier,sk_numpy,0.004205
GB_Classifier,sk_nlp,0.003477
GB_Classifier,sk_opencv,0.002951
GB_Classifier,sk_keras,0.002135
GB_Classifier,sk_jira,0.003149
GB_Classifier,sk_pytest,0.003355
GB_Classifier,sk_deep_learning,0.00446
GB_Classifier,sk_google_analytics,0.003193
GB_Classifier,sk_plotly,0.002976
GB_Classifier,sk_solidity,0.00274
GB_Classifier,sk_javascript,0.002084
GB_Classifier,sk_selenium,0.003544
GB_Classifier,sk_vite,0.002737
GB_Classifier,sk_react,0.002794
GB_Classifier,sk_blockchain,0.003781
GB_Classifier,sk_raspberry_pi,0.00271
GB_Classifier,sk_sass,0.003118
GB_Classifier,sk_spring_boot,0.004254
GB_Classifier,sk_matplotlib,0.003358
GB_Classifier,sk_gcp,0.002869
GB_Classifier,sk_aws,0.002554
GB_Classifier,sk_postman,0.003105
GB_Classifier,sk_rust,0.002667
GB_Classifier,sk_jenkins,0.002045
GB_Classifier,sk_flutter,0.003443
GB_Classifier,sk_angular,0.003761
GB_Classifier,sk_machine_learning,0.002346
GB_Classifier,sk_tailwind_css,0.004209
GB_Classifier,sk_java,0.004023
GB_Classifier,sk_spark,0.003178
GB_Classifier,sk_mongodb,0.002743
GB_Classifier,sk_scrum,0.003343
GB_Classifier,sk_azure,0.002644
GB_Classifier,sk_playwright,0.002626
GB_Classifier,sk_matlab,0.002341
GB_Classifier,sk_tableau,0.003557
GB_Classifier,sk_hadoop,0.003339
GB_Classifier,sk_seaborn,0.003692
GB_Classifier,sk_graphql,0.003628
GB_Classifier,sk_django,0.003766
GB_Classifier,sk_nodejs,0.00213
GB_Classifier,sk_expressjs,0.00306
GB_Classifier,sk_r,0.003309
GB_Classifier,sk_postgresql,0.003091
GB_Classifier,sk_docker,0.003133
GB_Classifier,sk_pytorch,0.003189
GB_Classifier,sk_kotlin,0.00284
GB_Classifier,sk_content_writing,0.002564
GB_Classifier,sk_redux,0.003398
GB_Classifier,sk_kubernetes,0.003572
GB_Classifier,sk_ci_cd,0.003145
GB_Classifier,sk_fastapi,0.003777
GB_Classifier,sk_cypress,0.002338
GB_Classifier,sk_nextjs,0.002653
GB_Classifier,sk_html_css,0.004376
GB_Classifier,sk_terraform,0.002243
GB_Classifier,sk_redis,0.005469
GB_Classifier,sk_git,0.002871
GB_Classifier,sk_bootstrap,0.002996
GB_Classifier,sk_jest,0.004364
GB_Classifier,sk_svelte,0.003657
GB_Classifier,sk_vuejs,0.002624
